,st_cty_code,county,state,cases
2571,4813,Atascosa County,TX,0
2572,4815,Austin County,TX,0
2573,4817,Bailey County,TX,0
2574,4819,Bandera County,TX,0
2575,4821,Bastrop County,TX,0
2576,4823,Baylor County,TX,0
2577,4825,Bee County,TX,0
2578,4827,Bell County,TX,0
2579,4829,Bexar County,TX,2
2580,4831,Blanco County,TX,0
2581,4833,Borden County,TX,0
2582,4835,Bosque County,TX,0
2583,4837,Bowie County,TX,1
2584,4839,Brazoria County,TX,1
2585,4841,Brazos County,TX,0
2586,4843,Brewster County,TX,0
2587,4845,Briscoe County,TX,0
2588,4847,Brooks County,TX,0
2589,4849,Brown County,TX,0
2590,4851,Burleson County,TX,0
2591,4853,Burnet County,TX,0
2592,4855,Caldwell County,TX,0
2593,4857,Calhoun County,TX,0
2594,4859,Callahan County,TX,0
2595,4861,Cameron County,TX,1
2596,4863,Camp County,TX,0
2597,4865,Carson County,TX,0
2598,4867,Cass County,TX,0
2599,4869,Castro County,TX,0
2600,4871,Chambers County,TX,0
2601,4873,Cherokee County,TX,0
2602,4875,Childress County,TX,0
2603,4877,Clay County,TX,0
2604,4879,Cochran County,TX,0
2605,4881,Coke County,TX,0
2606,4883,Coleman County,TX,0
2607,4885,Collin County,TX,1
2608,4887,Collingsworth County,TX,0
2609,4889,Colorado County,TX,0
2610,4891,Comal County,TX,0
2611,4893,Comanche County,TX,0
2612,4895,Concho County,TX,0
2613,4897,Cooke County,TX,0
2614,4899,Coryell County,TX,0
2615,48101,Cottle County,TX,0
2616,48103,Crane County,TX,0
2617,48105,Crockett County,TX,0
2618,48107,Crosby County,TX,0
2619,48109,Culberson County,TX,0
2620,48111,Dallam County,TX,0
2621,48113,Dallas County,TX,7
2622,48115,Dawson County,TX,0
2623,48117,Deaf Smith County,TX,0
2624,48119,Delta County,TX,0
2625,48121,Denton County,TX,2
2626,48123,DeWitt County,TX,0
2627,48125,Dickens County,TX,0
2628,48127,Dimmit County,TX,0
2629,48129,Donley County,TX,0
2630,48131,Duval County,TX,0
2631,48133,Eastland County,TX,0
2632,48135,Ector County,TX,0
2633,48137,Edwards County,TX,0
2634,48139,Ellis County,TX,0
2635,48141,El Paso County,TX,0
2636,48143,Erath County,TX,0
2637,48145,Falls County,TX,0
2638,48147,Fannin County,TX,0
2639,48149,Fayette County,TX,0
2640,48151,Fisher County,TX,0
2641,48153,Floyd County,TX,0
2642,48155,Foard County,TX,0
2643,48157,Fort Bend County,TX,0
2644,48159,Franklin County,TX,0
2645,48161,Freestone County,TX,0
2646,48163,Frio County,TX,0
2647,48165,Gaines County,TX,0
2648,48167,Galveston County,TX,0
2649,48169,Garza County,TX,0
2650,48171,Gillespie County,TX,0
2651,48173,Glasscock County,TX,0
2652,48175,Goliad County,TX,0
2653,48177,Gonzales County,TX,0
2654,48179,Gray County,TX,0
2655,48181,Grayson County,TX,1
2656,48183,Gregg County,TX,0
2657,48185,Grimes County,TX,0
2658,48187,Guadalupe County,TX,0
2659,48189,Hale County,TX,0
2660,48191,Hall County,TX,0
2661,48193,Hamilton County,TX,0
2662,48195,Hansford County,TX,0
2663,48197,Hardeman County,TX,0
2664,48199,Hardin County,TX,0
2665,48201,Harris County,TX,5
2666,48203,Harrison County,TX,0
2667,48205,Hartley County,TX,1
2668,48207,Haskell County,TX,0
2669,48209,Hays County,TX,0
2670,48211,Hemphill County,TX,0
2671,48213,Henderson County,TX,0
2672,48215,Hidalgo County,TX,3
2673,48217,Hill County,TX,0
2674,48219,Hockley County,TX,0
2675,48221,Hood County,TX,0
2676,48223,Hopkins County,TX,0
2677,48225,Houston County,TX,0
2678,48227,Howard County,TX,0
2679,48229,Hudspeth County,TX,0
2680,48231,Hunt County,TX,1
2681,48233,Hutchinson County,TX,0
2682,48235,Irion County,TX,0
2683,48237,Jack County,TX,0
2684,48239,Jackson County,TX,0
2685,48241,Jasper County,TX,0
2686,48243,Jeff Davis County,TX,0
2687,48245,Jefferson County,TX,0
2688,48247,Jim Hogg County,TX,0
2689,48249,Jim Wells County,TX,0
2690,48251,Johnson County,TX,0
2691,48253,Jones County,TX,0
2692,48255,Karnes County,TX,0
2693,48257,Kaufman County,TX,0
2694,48259,Kendall County,TX,0
2695,48261,Kenedy County,TX,0
2696,48263,Kent County,TX,0
2697,48265,Kerr County,TX,0
2698,48267,Kimble County,TX,0
2699,48269,King County,TX,0
2700,48271,Kinney County,TX,0
2701,48273,Kleberg County,TX,0
2702,48275,Knox County,TX,0
2703,48277,Lamar County,TX,1
2704,48279,Lamb County,TX,0
2705,48281,Lampasas County,TX,0
2706,48283,La Salle County,TX,0
2707,48285,Lavaca County,TX,1
2708,48287,Lee County,TX,0
2709,48289,Leon County,TX,0
2710,48291,Liberty County,TX,0
2711,48293,Limestone County,TX,0
2712,48295,Lipscomb County,TX,0
2713,48297,Live Oak County,TX,0
2714,48299,Llano County,TX,0
2715,48301,Loving County,TX,0
2716,48303,Lubbock County,TX,0
2717,48305,Lynn County,TX,0
2718,48307,McCulloch County,TX,1
2719,48309,McLennan County,TX,0
2720,48311,McMullen County,TX,0
2721,48313,Madison County,TX,0
2722,48315,Marion County,TX,0
2723,48317,Martin County,TX,0
2724,48319,Mason County,TX,0
2725,48321,Matagorda County,TX,0
2726,48323,Maverick County,TX,0
2727,48325,Medina County,TX,0
2728,48327,Menard County,TX,0
2729,48329,Midland County,TX,0
2730,48331,Milam County,TX,0
2731,48333,Mills County,TX,0
2732,48335,Mitchell County,TX,0
2733,48337,Montague County,TX,0
2734,48339,Montgomery County,TX,0
2735,48341,Moore County,TX,0
2736,48343,Morris County,TX,0
2737,48345,Motley County,TX,0
2738,48347,Nacogdoches County,TX,0
2739,48349,Navarro County,TX,0
2740,48351,Newton County,TX,0
2741,48353,Nolan County,TX,0
2742,48355,Nueces County,TX,1
2743,48357,Ochiltree County,TX,0
2744,48359,Oldham County,TX,0
2745,48361,Orange County,TX,0
2746,48363,Palo Pinto County,TX,0
2747,48365,Panola County,TX,0
2748,48367,Parker County,TX,2
2749,48369,Parmer County,TX,0
2750,48371,Pecos County,TX,0
2751,48373,Polk County,TX,1
2752,48375,Potter County,TX,0
2753,48377,Presidio County,TX,0
2754,48379,Rains County,TX,0
2755,48381,Randall County,TX,0
2756,48383,Reagan County,TX,0
2757,48385,Real County,TX,0
2758,48387,Red River County,TX,0
2759,48389,Reeves County,TX,0
2760,48391,Refugio County,TX,0
2761,48393,Roberts County,TX,0
2762,48395,Robertson County,TX,0
2763,48397,Rockwall County,TX,1
2764,48399,Runnels County,TX,0
2765,48401,Rusk County,TX,0
2766,48403,Sabine County,TX,0
2767,48405,San Augustine County,TX,0
2768,48407,San Jacinto County,TX,0
2769,48409,San Patricio County,TX,0
2770,48411,San Saba County,TX,0
2771,48413,Schleicher County,TX,0
2772,48415,Scurry County,TX,0
2773,48417,Shackelford County,TX,0
2774,48419,Shelby County,TX,0
2775,48421,Sherman County,TX,0
2776,48423,Smith County,TX,1
2777,48425,Somervell County,TX,0
2778,48427,Starr County,TX,0
2779,48429,Stephens County,TX,0
2780,48431,Sterling County,TX,0
2781,48433,Stonewall County,TX,0
2782,48435,Sutton County,TX,0
2783,48437,Swisher County,TX,0
2784,48439,Tarrant County,TX,2
2785,48441,Taylor County,TX,0
2786,48443,Terrell County,TX,0
2787,48445,Terry County,TX,0
2788,48447,Throckmorton County,TX,0
2789,48449,Titus County,TX,0
2790,48451,Tom Green County,TX,0
2791,48453,Travis County,TX,5
2792,48455,Trinity County,TX,0
2793,48457,Tyler County,TX,0
2794,48459,Upshur County,TX,0
2795,48461,Upton County,TX,0
2796,48463,Uvalde County,TX,0
2797,48465,Val Verde County,TX,0
2798,48467,Van Zandt County,TX,0
2799,48469,Victoria County,TX,0
2800,48471,Walker County,TX,0
2801,48473,Waller County,TX,0
2802,48475,Ward County,TX,0
2803,48477,Washington County,TX,1
2804,48479,Webb County,TX,1
2805,48481,Wharton County,TX,0
2806,48483,Wheeler County,TX,0
2807,48485,Wichita County,TX,0
2808,48487,Wilbarger County,TX,0
2809,48489,Willacy County,TX,0
2810,48491,Williamson County,TX,2
2811,48493,Wilson County,TX,0
2812,48495,Winkler County,TX,0
2813,48497,Wise County,TX,0
2814,48499,Wood County,TX,0
2815,48501,Yoakum County,TX,0
2816,48503,Young County,TX,0
2817,48505,Zapata County,TX,0
2818,48507,Zavala County,TX,0
2819,48999,Texas,TX,0
2820,4901,Beaver County,UT,0
2821,4903,Box Elder County,UT,0
2822,4905,Cache County,UT,2
2823,4907,Carbon County,UT,0
2824,4909,Daggett County,UT,0
2825,4911,Davis County,UT,1
2826,4913,Duchesne County,UT,0
2827,4915,Emery County,UT,0
2828,4917,Garfield County,UT,0
2829,4919,Grand County,UT,1
2830,4921,Iron County,UT,0
2831,4923,Juab County,UT,0
2832,4925,Kane County,UT,0
2833,4927,Millard County,UT,0
2834,4929,Morgan County,UT,0
2835,4931,Piute County,UT,0
2836,4933,Rich County,UT,0
2837,4935,Salt Lake County,UT,14
2838,4937,San Juan County,UT,0
2839,4939,Sanpete County,UT,0
2840,4941,Sevier County,UT,0
2841,4943,Summit County,UT,2
2842,4945,Tooele County,UT,1
2843,4947,Uintah County,UT,0
2844,4949,Utah County,UT,2
2845,4951,Wasatch County,UT,0
2846,4953,Washington County,UT,4
2847,4955,Wayne County,UT,0
2848,4957,Weber County,UT,0
2849,49999,Utah,UT,0
2850,5001,Addison County,VT,31
2851,5003,Bennington County,VT,79
2852,5005,Caledonia County,VT,10
2853,5007,Chittenden County,VT,95
2854,5009,Essex County,VT,1
2855,5011,Franklin County,VT,22
2856,5013,Grand Isle County,VT,11
2857,5015,Lamoille County,VT,6
2858,5017,Orange County,VT,16
2859,5019,Orleans County,VT,1
2860,5021,Rutland County,VT,110
2861,5023,Washington County,VT,36
2862,5025,Windham County,VT,78
2863,5027,Windsor County,VT,79
2864,50999,Vermont,VT,1
2865,5101,Accomack County,VA,1
2866,5103,Albemarle County,VA,22
2867,5105,Alleghany County,VA,5
2868,5107,Amelia County,VA,2
2869,5109,Amherst County,VA,2
2870,5111,Appomattox County,VA,0
2871,5113,Arlington County,VA,10
2872,5115,Augusta County,VA,39
2873,5117,Bath County,VA,2
2874,5119,Bedford County,VA,5
2875,5121,Bland County,VA,1
2876,5123,Botetourt County,VA,3
2877,5125,Brunswick County,VA,0
2878,5127,Buchanan County,VA,0
2879,5129,Buckingham County,VA,1
2880,5131,Campbell County,VA,2
2881,5133,Caroline County,VA,4
2882,5135,Carroll County,VA,44
2883,5136,Charles City County,VA,1
2884,5137,Charlotte County,VA,1
2885,5141,Chesterfield County,VA,6
2886,5143,Clarke County,VA,11
2887,5145,Craig County,VA,1
2888,5147,Culpeper County,VA,23
2889,5149,Cumberland County,VA,0
2890,5151,Dickenson County,VA,0
2891,5153,Dinwiddie County,VA,0
2892,5157,Essex County,VA,0
2893,5159,Fairfax County,VA,118
2894,5161,Fauquier County,VA,38
2895,5163,Floyd County,VA,34
2896,5165,Fluvanna County,VA,1
2897,5167,Franklin County,VA,3
2898,5169,Frederick County,VA,38
2899,5171,Giles County,VA,16
2900,5173,Gloucester County,VA,0
2901,5175,Goochland County,VA,0
2902,5177,Grayson County,VA,23
2903,5179,Greene County,VA,9
2904,5181,Greensville County,VA,0
2905,5183,Halifax County,VA,0
2906,5185,Hanover County,VA,0
2907,5187,Henrico County,VA,7
2908,5189,Henry County,VA,4
2909,5191,Highland County,VA,0
2910,5193,Isle of Wight County,VA,0
2911,5195,James City County,VA,1
2912,5197,King and Queen County,VA,0
2913,5199,King George County,VA,2
2914,51101,King William County,VA,0
2915,51103,Lancaster County,VA,0
2916,51105,Lee County,VA,0
2917,51107,Loudoun County,VA,136
2918,51109,Louisa County,VA,7
2919,51111,Lunenburg County,VA,1
2920,51113,Madison County,VA,4
2921,51115,Mathews County,VA,0
2922,51117,Mecklenburg County,VA,3
2923,51119,Middlesex County,VA,0
2924,51121,Montgomery County,VA,53
2925,51125,Nelson County,VA,8
2926,51127,New Kent County,VA,1
2927,51131,Northampton County,VA,1
2928,51133,Northumberland County,VA,0
2929,51135,Nottoway County,VA,0
2930,51137,Orange County,VA,5
2931,51139,Page County,VA,10
2932,51141,Patrick County,VA,3
2933,51143,Pittsylvania County,VA,0
2934,51145,Powhatan County,VA,1
2935,51147,Prince Edward County,VA,2
2936,51149,Prince George County,VA,2
2937,51153,Prince William County,VA,39
2938,51155,Pulaski County,VA,22
2939,51157,Rappahannock County,VA,4
2940,51159,Richmond County,VA,0
2941,51161,Roanoke County,VA,23
2942,51163,Rockbridge County,VA,14
2943,51165,Rockingham County,VA,27
2944,51167,Russell County,VA,0
2945,51169,Scott County,VA,0
2946,51171,Shenandoah County,VA,12
2947,51173,Smyth County,VA,5
2948,51175,Southampton County,VA,0
2949,51177,Spotsylvania County,VA,4
2950,51179,Stafford County,VA,12
2951,51181,Surry County,VA,1
2952,51183,Sussex County,VA,0
2953,51185,Tazewell County,VA,3
2954,51187,Warren County,VA,23
2955,51191,Washington County,VA,0
2956,51193,Westmoreland County,VA,0
2957,51195,Wise County,VA,0
2958,51197,Wythe County,VA,29
2959,51199,York County,VA,0
2960,51510,Alexandria city,VA,16
2961,51515,Bedford city,VA,0
2962,51520,Bristol city,VA,0
2963,51530,Buena Vista city,VA,1
2964,51540,Charlottesville city,VA,14
2965,51550,Chesapeake city,VA,6
2966,51570,Colonial Heights city,VA,0
2967,51580,Covington city,VA,1
2968,51590,Danville city,VA,0
2969,51595,Emporia city,VA,1
2970,51600,Fairfax city,VA,0
2971,51610,Falls Church city,VA,1
2972,51620,Franklin city,VA,0
2973,51630,Fredericksburg city,VA,1
2974,51640,Galax city,VA,28
2975,51650,Hampton city,VA,0
2976,51660,Harrisonburg city,VA,6
2977,51670,Hopewell city,VA,1
2978,51678,Lexington city,VA,1
2979,51680,Lynchburg city,VA,5
2980,51683,Manassas city,VA,4
2981,51685,Manassas Park city,VA,2
2982,51690,Martinsville city,VA,0
2983,51700,Newport News city,VA,2
2984,51710,Norfolk city,VA,3
2985,51720,Norton city,VA,0
2986,51730,Petersburg city,VA,0
2987,51735,Poquoson city,VA,0
2988,51740,Portsmouth city,VA,0
2989,51750,Radford city,VA,11
2990,51760,Richmond city,VA,3
2991,51770,Roanoke city,VA,17
2992,51775,Salem city,VA,3
2993,51790,Staunton city,VA,19
2994,51800,Suffolk city,VA,0
2995,51810,Virginia Beach city,VA,8
2996,51820,Waynesboro city,VA,8
2997,51830,Williamsburg city,VA,0
2998,51840,Winchester city,VA,8
2999,51999,Virginia,VA,34
3000,5301,Adams County,WA,0
3001,5303,Asotin County,WA,0
3002,5305,Benton County,WA,0
3003,5307,Chelan County,WA,0
3004,5309,Clallam County,WA,0
3005,5311,Clark County,WA,1
3006,5313,Columbia County,WA,0
3007,5315,Cowlitz County,WA,0
3008,5317,Douglas County,WA,0
3009,5319,Ferry County,WA,0
3010,5321,Franklin County,WA,0
3011,5323,Garfield County,WA,0
3012,5325,Grant County,WA,0
3013,5327,Grays Harbor County,WA,0
3014,5329,Island County,WA,0
3015,5331,Jefferson County,WA,0
3016,5333,King County,WA,6
3017,5335,Kitsap County,WA,2
3018,5337,Kittitas County,WA,1
3019,5339,Klickitat County,WA,0
3020,5341,Lewis County,WA,0
3021,5343,Lincoln County,WA,0
3022,5345,Mason County,WA,0
3023,5347,Okanogan County,WA,0
3024,5349,Pacific County,WA,0
3025,5351,Pend Oreille County,WA,0
3026,5353,Pierce County,WA,2
3027,5355,San Juan County,WA,0
3028,5357,Skagit County,WA,0
3029,5359,Skamania County,WA,0
3030,5361,Snohomish County,WA,1
3031,5363,Spokane County,WA,3
3032,5365,Stevens County,WA,0
3033,5367,Thurston County,WA,1
3034,5369,Wahkiakum County,WA,0
3035,5371,Walla Walla County,WA,0
3036,5373,Whatcom County,WA,3
3037,5375,Whitman County,WA,0
3038,5377,Yakima County,WA,0
3039,53999,Washington,WA,0
3040,5401,Barbour County,West VA,23
3041,5403,Berkeley County,West VA,46
3042,5405,Boone County,West VA,1
3043,5407,Braxton County,West VA,4
3044,5409,Brooke County,West VA,16
3045,5411,Cabell County,West VA,1
3046,5413,Calhoun County,West VA,1
3047,5415,Clay County,West VA,1
3048,5417,Doddridge County,West VA,0
3049,5419,Fayette County,West VA,5
3050,5421,Gilmer County,West VA,0
3051,5423,Grant County,West VA,6
3052,5425,Greenbrier County,West VA,23
3053,5427,Hampshire County,West VA,28
3054,5429,Hancock County,West VA,78
3055,5431,Hardy County,West VA,8
3056,5433,Harrison County,West VA,16
3057,5435,Jackson County,West VA,0
3058,5437,Jefferson County,West VA,19
3059,5439,Kanawha County,West VA,9
3060,5441,Lewis County,West VA,7
3061,5443,Lincoln County,West VA,0
3062,5445,Logan County,West VA,0
3063,5447,McDowell County,West VA,0
3064,5449,Marion County,West VA,13
3065,5451,Marshall County,West VA,16
3066,5453,Mason County,West VA,1
3067,5455,Mercer County,West VA,11
3068,5457,Mineral County,West VA,17
3069,5459,Mingo County,West VA,0
3070,5461,Monongalia County,West VA,30
3071,5463,Monroe County,West VA,17
3072,5465,Morgan County,West VA,19
3073,5467,Nicholas County,West VA,4
3074,5469,Ohio County,West VA,18
3075,5471,Pendleton County,West VA,2
3076,5473,Pleasants County,West VA,3
3077,5475,Pocahontas County,West VA,10
3078,5477,Preston County,West VA,6
3079,5479,Putnam County,West VA,0
3080,5481,Raleigh County,West VA,2
3081,5483,Randolph County,West VA,4
3082,5485,Ritchie County,West VA,0
3083,5487,Roane County,West VA,1
3084,5489,Summers County,West VA,0
3085,5491,Taylor County,West VA,7
3086,5493,Tucker County,West VA,4
3087,5495,Tyler County,West VA,0
3088,5497,Upshur County,West VA,32
3089,5499,Wayne County,West VA,2
3090,54101,Webster County,West VA,4
3091,54103,Wetzel County,West VA,6
3092,54105,Wirt County,West VA,0
3093,54107,Wood County,West VA,2
3094,54109,Wyoming County,West VA,0
3095,54999,West Virginia,West VA,148
3096,5501,Adams County,WI,6
3097,5503,Ashland County,WI,2
3098,5505,Barron County,WI,11
3099,5507,Bayfield County,WI,4
3100,5509,Brown County,WI,77
3101,5511,Buffalo County,WI,4
3102,5513,Burnett County,WI,6
3103,5515,Calumet County,WI,6
3104,5517,Chippewa County,WI,15
3105,5519,Clark County,WI,8
3106,5521,Columbia County,WI,20
3107,5523,Crawford County,WI,5
3108,5525,Dane County,WI,139
3109,5527,Dodge County,WI,31
3110,5529,Door County,WI,9
3111,5531,Douglas County,WI,10
3112,5533,Dunn County,WI,19
3113,5535,Eau Claire County,WI,29
3114,5537,Florence County,WI,2
3115,5539,Fond du Lac County,WI,22
3116,5541,Forest County,WI,1
3117,5543,Grant County,WI,11
3118,5545,Green County,WI,4
3119,5547,Green Lake County,WI,1
3120,5549,Iowa County,WI,5
3121,5551,Iron County,WI,1
3122,5553,Jackson County,WI,5
3123,5555,Jefferson County,WI,13
3124,5557,Juneau County,WI,9
3125,5559,Kenosha County,WI,54
3126,5561,Kewaunee County,WI,0
3127,5563,La Crosse County,WI,34
3128,5565,Lafayette County,WI,3
3129,5567,Langlade County,WI,4
3130,5569,Lincoln County,WI,2
3131,5571,Manitowoc County,WI,16
3132,5573,Marathon County,WI,24
3133,5575,Marinette County,WI,15
3134,5577,Marquette County,WI,11
3135,5578,Menominee County,WI,3
3136,5579,Milwaukee County,WI,669
3137,5581,Monroe County,WI,10
3138,5583,Oconto County,WI,11
3139,5585,Oneida County,WI,8
3140,5587,Outagamie County,WI,35
3141,5589,Ozaukee County,WI,10
3142,5591,Pepin County,WI,2
3143,5593,Pierce County,WI,7
3144,5595,Polk County,WI,16
3145,5597,Portage County,WI,19
3146,5599,Price County,WI,5
3147,55101,Racine County,WI,83
3148,55103,Richland County,WI,7
3149,55105,Rock County,WI,46
3150,55107,Rusk County,WI,5
3151,55109,St. Croix County,WI,17
3152,55111,Sauk County,WI,32
3153,55113,Sawyer County,WI,4
3154,55115,Shawano County,WI,9
3155,55117,Sheboygan County,WI,22
3156,55119,Taylor County,WI,6
3157,55121,Trempealeau County,WI,10
3158,55123,Vernon County,WI,8
3159,55125,Vilas County,WI,7
3160,55127,Walworth County,WI,12
3161,55129,Washburn County,WI,6
3162,55131,Washington County,WI,16
3163,55133,Waukesha County,WI,64
3164,55135,Waupaca County,WI,12
3165,55137,Waushara County,WI,7
3166,55139,Winnebago County,WI,46
3167,55141,Wood County,WI,15
3168,55999,Wisconsin,WI,2
3169,5601,Albany County,WY,0
3170,5603,Big Horn County,WY,0
3171,5605,Campbell County,WY,0
3172,5607,Carbon County,WY,0
3173,5609,Converse County,WY,0
3174,5611,Crook County,WY,0
3175,5613,Fremont County,WY,0
3176,5615,Goshen County,WY,0
3177,5617,Hot Springs County,WY,0
3178,5619,Johnson County,WY,0
3179,5621,Laramie County,WY,0
3180,5623,Lincoln County,WY,0
3181,5625,Natrona County,WY,0
3182,5627,Niobrara County,WY,0
3183,5629,Park County,WY,0
3184,5631,Platte County,WY,0
3185,5633,Sheridan County,WY,0
3186,5635,Sublette County,WY,0
3187,5637,Sweetwater County,WY,0
3188,5639,Teton County,WY,0
3189,5641,Uinta County,WY,0
3190,5643,Washakie County,WY,0
3191,5645,Weston County,WY,0
3192,56999,Wyoming,WY,0
